HR	NL	SL	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
kratke hla?e	_	kratke hla?e, boksarice, bermudke	0	0	0	0	0	0	0	0	0	0
hitac, udarac	schot	strel	0	1	1	0	0	1	0	1	1	0
puška, sa?marica	_	šibrovka, puška	0	0	0	0	0	0	0	0	0	0
rame	schouder	rama	1	0	0	0	0	0	0	0	0	1
vikati	roepen, roep	kri?ati	0	0	1	0	0	0	0	0	1	0
gurati se	duw, duwen	riniti	0	1	1	0	0	0	0	0	0	0
lopata	_	lopata, kopa?, bager	0	0	0	0	0	0	0	0	0	0
kopanje	_	kopanje	0	0	0	0	0	0	0	0	0	0
pokazati	tonen, show	predstava, pokazati	0	0	0	0	0	0	0	0	0	1
tuš, tuširati se	_	tuš	0	0	0	0	0	0	0	0	0	0
pokazivanje	_	prikazovanje	0	0	0	0	0	0	0	0	0	0
razmetljiv	opzichtig	vpadljiv	0	1	0	0	0	0	0	0	0	0
šrapnel	shrapnel	šrapnel	0	0	0	0	0	1	0	0	0	0
sjeckati	_	trak, koš?ek, cefrati	0	0	0	0	0	0	0	0	0	0
lukav	scherp, vernuftig	pameten	1	0	0	0	0	0	0	0	0	0
krik	schreeuw, schreeuwen	zavreš?ati, krik	0	1	1	0	0	1	0	1	1	0
kreštav	schel	vreš?e?	0	1	1	0	0	1	0	0	1	0
škamp	_	kozica	0	0	0	0	0	0	0	0	0	0
svetilište	_	grobnica, kapelica	0	0	0	0	0	0	0	0	0	0
smanjiti se	krimpen	kr?iti	0	1	0	0	0	1	0	1	0	0
skupljanje	_	kr?enje	0	0	0	0	0	0	0	0	0	0
pokrov	sluier, gewaad	mrtvaški prt	0	0	0	0	0	0	0	1	0	0
grm	_	grm	0	0	0	0	0	0	0	0	0	0
grmlje	_	grmovje, grmi?evje	0	0	0	0	0	0	0	0	0	0
slijeganje	_	skomig, skomigati	0	0	0	0	0	0	0	0	0	0
stegnut	gekrompen	skr?en	0	1	0	0	0	0	0	0	0	0
jeza, drhtati	huiveren	drhteti, trepet	0	1	0	0	0	1	0	0	0	0
miješati	_	mešanje, mešati	0	0	0	0	0	0	0	0	0	0
miješanje	_	pomešanje	0	0	0	0	0	0	0	0	0	0
izbjegavati	mijden	izogibati se	0	1	1	0	1	0	0	1	0	0
skrenuti	_	ranžirati	0	0	0	0	0	0	0	0	0	0
zatvoriti	_	zapreti	0	0	0	0	0	0	0	0	0	0
zatvara?	_	zaklop, naoknica	0	0	0	0	0	0	0	0	0	0
šatl	_	shuttle, prepeljati	0	0	0	0	0	0	0	0	0	0
ro?ak	broer, zus	soroden	0	0	0	0	0	0	0	0	0	1
sic	_	sic	0	0	0	0	0	0	0	0	0	0
bolestan	ziek, misselijk	bolan	0	1	0	0	1	0	0	1	0	0
odvratan	misselijk	nagnusen, ostuden	0	1	1	0	1	1	0	1	0	0
srp	_	srp	0	0	0	0	0	0	0	0	0	0
slab, boležljiv	ziekelijk	bolehen, gnusen	0	1	0	0	1	0	0	1	0	0
bolest	ziekte	slabost, bolezen	0	1	0	0	1	1	0	1	0	0
strana	_	stran	0	0	0	0	0	0	0	0	0	0
kredenc, komoda	_	kredenca, bife	0	0	0	0	0	0	0	0	0	0
zaobi?i	_	izogniti, umakniti, izogib	0	0	0	0	0	0	0	0	0	0
postrance	_	po?ez, vstran	0	0	0	0	0	0	0	0	0	0
sjedalo	_	obleganje, obkolitev	0	0	0	0	0	0	0	0	0	0
siesta	_	siesta, po?itek	0	0	0	0	0	0	0	0	0	0
sito	_	cedilo, sito, rešeto	0	0	0	0	0	0	0	0	0	0
sijanje	_	pregledovanje	0	0	0	0	0	0	0	0	0	0
uzdah	_	vzdih	0	0	0	0	0	0	0	0	0	0
vid	_	pogled	0	0	0	0	0	0	0	0	0	0
znak	_	znak	0	0	0	0	0	0	0	0	0	0
signal	_	signal	0	0	0	0	0	0	0	0	0	0
potpis	handtekening	podpis	0	0	0	0	0	0	0	0	0	1
zna?aj	_	pomembnost, važnost, pomen	0	0	0	0	0	0	0	0	0	0
zna?ajan	_	pomemben, važen	0	0	0	0	0	0	0	0	0	0
ozna?avanje	_	pomen, smisel, pomembnost	0	0	0	0	0	0	0	0	0	0
ozna?avati	betekenen	pomeniti	0	0	0	1	0	0	0	0	0	0
putokaz	_	kažipot, indikator, ozna?iti	0	0	0	0	0	0	0	0	0	0
tih	_	tih	0	0	0	0	0	0	0	0	0	0
šutke, tiho	_	mol?e?	0	0	0	0	0	0	0	0	0	0
silueta, obris	_	silhueta, obris	0	0	0	0	0	0	0	0	0	0
svila	zijde	svila	1	0	0	0	0	0	0	0	0	0
svilen	_	svilnat, svilen	0	0	0	0	0	0	0	0	0	0
svilenkast	_	svilast	0	0	0	0	0	0	0	0	0	0
prag	_	prag, polica	0	0	0	0	0	0	0	0	0	0
glupost	_	neumnost	0	0	0	0	0	0	0	0	0	0
glup, bedast	dwaas	neumen	0	1	0	0	0	0	1	0	0	0
mulj	_	mulj, blato	0	0	0	0	0	0	0	0	0	0
srebro	_	srebro	0	0	0	0	0	0	0	0	0	0
srebrnast	_	srebrn	0	0	0	0	0	0	0	0	0	0
sli?an	_	podoben	0	0	0	0	0	0	0	0	0	0
sli?nost	_	podobnost	0	0	0	0	0	0	0	0	0	0
usporedba	_	prispodoba, metafora	0	0	0	0	0	0	0	0	0	0
klju?ati	sudderen	vreti	0	0	1	1	0	0	0	0	0	0
klju?anje	sudderen	vrenje	0	0	0	1	0	0	0	0	0	0
jednostavan	_	preprost	0	0	0	0	0	0	0	0	0	0
jednostavan	_	enostaven	0	0	0	0	0	0	0	0	0	0
pojednostaviti	makkelijker maken, vergemakkelijken	poenostaviti	1	0	0	1	0	0	1	0	1	1
jednostavno	_	preprosto	0	0	0	0	0	0	0	0	0	0
simulirati	_	simulirati	0	0	0	0	0	0	0	0	0	0
simuliran	_	simuliran	0	0	0	0	0	0	0	0	0	0
simuliranje	_	simuliranje	0	0	0	0	0	0	0	0	0	0
simulacija	_	simulacija	0	0	0	0	0	0	0	0	0	0
istodobno	_	isto?asen	0	0	0	0	0	0	0	0	0	0
istovremeno	_	hkrati	0	0	0	0	0	0	0	0	0	0
grijeh, griješiti	zonde, zondigen	greh, grešiti	0	1	1	0	1	1	0	1	0	0
iskren	oprecht	iskren	1	0	0	0	0	0	0	0	0	1
iskrenost	oprechtheid	iskrenost	1	0	0	0	0	0	0	0	0	0
grešan	zondig	grešen	0	1	1	0	1	1	0	1	0	0
pjevati	zingen	peti	1	0	0	1	0	0	1	1	0	1
pjeva?	_	pevec	0	0	0	0	0	0	0	0	0	0
jedini	_	samski	0	0	0	0	0	0	0	0	0	0
samostalno	afzonderlijk	posami?en	1	0	0	0	0	0	0	0	0	0
jednina	_	edinstven	0	0	0	0	0	0	0	0	0	0
jedinstvenost	_	singularnost, edinost	0	0	0	0	0	0	0	0	0	0
pojedina?no	afzonderlijk	izjemen	0	0	0	0	0	0	0	0	1	0
zlokoban	sinister	zastrašujo?, groze?	0	1	1	0	1	1	0	0	0	0
umivaonik	_	potopiti, korito, odtok	0	0	0	0	0	0	0	0	0	0
grešnik	zondaar	grešnik	0	1	1	0	1	1	0	1	0	0
grijeh	zondigen	grešenje	0	1	0	0	1	0	0	0	0	0
sinus	_	sinus	0	0	0	0	0	0	0	0	0	0
gutljaj	_	srebati	0	0	0	0	0	0	0	0	0	0
sifon	_	sifon	0	0	0	0	0	0	0	0	0	0
gospodin	mijnheer	gospod	1	0	0	0	0	0	0	0	0	1
otac	_	gospod	0	0	0	0	0	0	0	0	0	0
sirena	sirene	sirena	0	1	0	0	0	1	0	0	0	0
slabi?, mekušac	mietje	mevža, reva	0	1	0	0	0	0	0	0	0	0
sestra	_	sestra	0	0	0	0	0	0	0	0	0	0
sestrinstvo	zusterschap	sestrstvo, solidarnost	1	0	1	0	0	0	0	1	1	1
mjesto	_	stran	0	0	0	0	0	0	0	0	0	0
otad	_	NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
sjedenje, sjede?i	_	sede?, sedenje, seja	0	0	0	0	0	0	0	0	0	0
postaviti, smjestiti	_	umestiti, postaviti	0	0	0	0	0	0	0	0	0	0
smješten	_	umeš?en, postavljen	0	0	0	0	0	0	0	0	0	0
situacija	_	situacija	0	0	0	0	0	0	0	0	0	0
šesti	_	šesti	0	0	0	0	0	0	0	0	0	0
šezdeset	_	šestdeset	0	0	0	0	0	0	0	0	0	0
veli?ina	_	velikost, mera	0	0	0	0	0	0	0	0	0	0
cvr?anje, cvr?ati	sissen	cvr?ati, cvr?anje	0	0	1	0	0	0	0	0	0	0
klizati, klizaljka, rolati se, role	_	drsalka, kotalka, roler, drsati, kotalkati, rolati	0	0	0	0	0	0	0	0	0	0
klizanje, rolanje, koturaljkanje	_	drsanje, kotalkanje, rolanje, rolkanje	0	0	0	0	0	0	0	0	0	0
pre?a, klupko	_	povsem, jata	0	0	0	0	0	0	0	0	0	0
nacrt, okvir	_	okostje	0	0	0	0	0	0	0	0	0	0
skeptik	_	skeptik	0	0	0	0	0	0	0	0	0	0
skepti?an	sceptisch	skepti?en	0	1	0	0	0	0	0	0	0	0
skepticizam	_	skepticizem	0	0	0	0	0	0	0	0	0	0
skica, skicirati	_	skica	0	0	0	0	0	0	0	0	0	0
sumnjiv	oppervlakkig, vaag	površen	0	1	0	0	0	0	0	0	0	0
iskrivljen	scheef	popa?en, pristranski	0	1	1	1	0	0	0	0	0	0
ražanj	_	nabodalo, špila	0	0	0	0	0	0	0	0	0	0
skijati	_	smu?ati, smu?ka	0	0	0	0	0	0	0	0	0	0
skliznuti, omaknuti se	slippen	drseti, drsenje	0	1	1	0	0	1	0	1	0	0
?amac	_	enojec, skif	0	0	0	0	0	0	0	0	0	0
vještina	_	spretnost	0	0	0	0	0	0	0	0	0	0
vješt	geschoold, getalenteerd, vaardig	usposobljen, kvalificiran	1	0	0	0	0	0	0	0	0	0
tava	_	kozica, ponev	0	0	0	0	0	0	0	0	0	0
vješt	behendig, vaardig	spreten	1	0	0	0	0	0	0	0	0	1
preletjeti	_	drseti, preleteti	0	0	0	0	0	0	0	0	0	0
koža	_	koža	0	0	0	0	0	0	0	0	0	0
mršav	_	suh	0	0	0	0	0	0	0	0	0	0
izostaviti	overslaan	presko?iti	0	1	0	0	0	0	0	0	0	0
skiper	_	skiper	0	0	0	0	0	0	0	0	0	0
okršaj, sukob	schermutseling, redetwist	spopad, spore?i se	0	1	1	0	0	0	0	0	0	0
obrubiti	_	krilo	0	0	0	0	0	0	0	0	0	0
obrub	_	obzidna letev	0	0	0	0	0	0	0	0	0	0
suknja	_	š?itnik	0	0	0	0	0	0	0	0	0	0
ske?	_	ske?, parodija, satira	0	0	0	0	0	0	0	0	0	0
lubanja	_	lobanja	0	0	0	0	0	0	0	0	0	0
tvor	_	smrduh, trava	0	0	0	0	0	0	0	0	0	0
nebo	hemel	nebo	1	0	0	0	0	0	0	0	0	0
neboder	_	neboti?nik	0	0	0	0	0	0	0	0	0	0
plo?a	_	ploš?a, krajnik	0	0	0	0	0	0	0	0	0	0
ljen?ariti	speling, slap	ohlapen	0	1	0	0	0	0	0	0	0	0
kurva, drolja	slak	kurba	0	1	0	0	0	0	0	0	0	0
zalupiti	dichtslaan, slaan, slag	udarec, zaloputniti	0	1	1	0	0	1	0	0	1	0
ogovaranje, ogovarati	laster	obrekovanje, obrekovati	0	1	1	0	1	0	0	0	0	0
klevetni?ki	lasterlijk	obrekovalen	0	1	0	0	0	0	0	0	0	0
sleng	_	sleng	0	0	0	0	0	0	0	0	0	0
nagib	_	nagibati	0	0	0	0	0	0	0	0	0	0
šamar, ošamariti	klap, slag	klofuta, zaušnica, klofniti	0	1	1	0	0	0	0	0	1	0
rezati	schuine streep, hak, snee	prerezati	0	0	1	0	0	0	0	0	0	0
kosa crta	_	poševnica	0	0	0	0	0	0	0	0	0	0
škriljevac	leisteen	imenovan	1	0	0	0	0	0	0	0	0	0
plo?a	_	skrilavec, strešnik	0	0	0	0	0	0	0	0	0	0
pokolj, pobiti, poklati, klati	slachting, slachten	pobiti, pokol	0	1	1	0	1	1	0	1	1	0
klaonica	slachthuis	klavnica	0	1	1	0	1	1	0	1	0	0
klanje	slachten	klanje	0	1	1	0	1	1	0	1	1	0
rob	slaaf	suženj	0	1	1	0	0	1	0	1	0	0
ropstvo	slavernij	suženjstvo	0	1	1	0	1	1	0	1	0	0
ubiti	doden	pokon?ati, umoriti	0	1	1	0	0	0	0	0	0	0
ubojica	moordenaar	ubijalec	0	1	1	0	1	1	0	1	1	0
sanjke, saonice	_	sani, sankati	0	0	0	0	0	0	0	0	0	0
ugla?en	glad	sijo?	1	0	0	0	0	0	0	0	0	0
spavati	_	spanje	0	0	0	0	0	0	0	0	0	0
spava?	_	spalec, uspavalec	0	0	0	0	0	0	0	0	0	0
spavanje	_	spe?	0	0	0	0	0	0	0	0	0	0
nesanica	_	nespe?nost	0	0	0	0	0	0	0	0	0	0
pospan	_	zaspan	0	0	0	0	0	0	0	0	0	0
susnježica	ijzel, hagel	sodra	0	1	0	0	0	0	0	0	0	0
rukav	_	rokav	0	0	0	0	0	0	0	0	0	0
bez rukava	_	brez rokavov	0	0	0	0	0	0	0	0	0	0
saonica	_	sani	0	0	0	0	0	0	0	0	0	0
vještina	_	zvija?nost, pretkanost	0	0	0	0	0	0	0	0	0	0
vitak	slank	vitek	1	0	0	0	0	0	0	0	0	0
detektiv	_	detektiv, sledilec	0	0	0	0	0	0	0	0	0	0
kriška	_	rezina	0	0	0	0	0	0	0	0	0	0
gladak	_	spreten, polizan, spolzek	0	0	0	0	0	0	0	0	0	0
klizati	_	drseti	0	0	0	0	0	0	0	0	0	0
klizaju?i, klizan, klizanje	_	drsenje	0	0	0	0	0	0	0	0	0	0
mali	_	rahel, drobcen	0	0	0	0	0	0	0	0	0	0
malo	_	majhen, drobcen, komaj	0	0	0	0	0	0	0	0	0	0
vitak	slank	tenek	1	0	0	0	0	0	0	0	0	0
sluz	slijm	sluz	0	0	0	0	1	0	0	0	0	0
ljigav, sluzav	slijmerig	sluzav, sluzast	0	1	0	0	1	0	0	0	0	0
pra?ka	_	zanka, jermen, fra?a	0	0	0	0	0	0	0	0	0	0
prikradati se	sluipen	pritihotapiti se	0	1	0	0	0	0	0	0	0	0
poskliznuti se	uitglijden	zdrs, zdrsniti	0	1	0	0	0	0	0	0	1	0
papu?a	_	copat	0	0	0	0	0	0	0	0	0	0
papu?e	_	copate	0	0	0	0	0	0	0	0	0	0
prorez	_	rezati, zareza, odprtina	0	0	0	0	0	0	0	0	0	0
trn	_	drsnik	0	0	0	0	0	0	0	0	0	0
slogan	_	slogan	0	0	0	0	0	0	0	0	0	0
brodi?	_	šalupa	0	0	0	0	0	0	0	0	0	0
napoj	knoeien, morsen	pomije	0	1	0	0	1	0	0	0	0	0
nagib	_	pobo?je, smu?iš?e	0	0	0	0	0	0	0	0	0	0
neuredan	slordig	premo?en	0	1	0	0	1	0	0	0	0	0
prorez	_	špranja, reža	0	0	0	0	0	0	0	0	0	0
lijenost	luiheid, luiaard	lenoba, lenuh	0	1	0	0	1	0	0	0	0	0
pogrbiti se	slungelen	nespodobnik	0	1	0	0	0	0	0	0	0	0
mo?vara	moeras	mlakuža	0	1	0	0	0	0	0	0	0	0
spor	_	po?asi	0	0	0	0	0	0	0	0	0	0
polako	_	po?asen	0	0	0	0	0	0	0	0	0	0
sporost	traagheid	po?asnost	0	1	0	0	0	0	0	0	0	0
mulj	modder, slijk, slig	blato	0	1	0	0	1	0	0	0	0	0
puž	naaktslak	lazar	0	1	0	0	1	0	0	0	0	0
trom	traag	po?asen	0	1	0	0	0	0	0	1	0	0
brana	_	zapornica	0	0	0	0	0	0	0	0	0	0
zabit	achterbuurt, sloppenwijk	slum	0	1	0	0	1	0	0	0	0	0
drijemati	_	spati, spanje	0	0	0	0	0	0	0	0	0	0
recesija, kriza	terugval, dip, inzinking, ineenstorting	padec, recesija	0	1	0	0	0	0	0	1	0	0
bla?enje, uvreda	smet	momljati, klevetati	0	1	1	0	1	0	0	1	0	0
bljuzga	smeltende sneeuw, smeltwater	plundra	0	1	0	0	1	0	0	0	1	0
drolja, kurva	slet	kurba, vla?uga, cipa, lajdra	0	1	1	0	1	0	0	0	0	0
prepreden	sluw	skriven, navihan	0	1	1	0	1	1	0	0	0	0
šamar, ošamariti	slaan, slag	klofuta	0	1	1	0	0	0	0	0	0	0
neznatan	klein	majhen	0	1	0	0	0	0	0	0	0	0
manji	_	manjši	0	0	0	0	0	0	0	0	0	0
najmanji	_	najmanjši	0	0	0	0	0	0	0	0	0	0
razbiti	verpletteren	tresk, treskati	0	1	1	0	0	1	0	0	0	0
razbijen	verpletterd	razbit, raztreš?en	0	1	0	0	0	0	0	0	0	0
natucanje	oppervlakkige kennis	skromen	0	1	0	0	0	0	0	0	0	0
premazati, namazati	_	namazati, madež	0	0	0	0	0	0	0	0	0	0
smrad	geur, ruiken	vonj	0	1	1	0	1	0	0	0	0	0
smrdljiv	ruikend	smrde?	0	1	0	0	1	0	0	0	0	0
taliti	_	taliti, snetec	0	0	0	0	0	0	0	0	0	0
osmijeh, smiješiti se	glimlach, glimlachen	nasmeh, posmejati se	1	0	0	0	0	0	1	0	1	1
nasmijan	lachen	nasmejan	1	0	0	0	0	0	1	0	0	0
usiljen, podrugljiv	grijnzen	režati se, režanje	0	1	0	0	0	0	0	0	0	0
uništiti, ubiti	slaan	udariti, ubiti	0	1	1	0	0	1	0	1	0	0
kova?	smid	kova?	0	0	0	0	0	0	0	0	0	1
zaljubljen	getroffen	zaljubljen, zatreskan	1	0	0	0	0	0	0	0	0	0
puša?	roker	kadilec	0	1	0	0	0	0	0	0	0	0
dimni	_	dimast	0	0	0	0	0	0	0	0	0	0
pušenje	_	kajenje	0	0	0	0	0	0	0	0	0	0
dimni	_	zakajen, dimljen	0	0	0	0	0	0	0	0	0	0
tinjaju?i	_	tle?, tlenje	0	0	0	0	0	0	0	0	0	0
glatko	_	gladek	0	0	0	0	0	0	0	0	0	0
ugla?enost	gladheid	mehkost, gladkost	1	0	0	0	0	0	0	0	0	0
ugušiti	smoren, roken, verstikken	dušiti	0	1	1	0	0	0	0	0	0	0
mrlja	vlekken	umazati	0	1	0	0	0	0	0	0	0	0
samodopadan	zelfvoldaan	ošaben	0	1	0	0	0	0	0	0	0	0
prokrijum?ariti	smokkelen	tihotapiti	0	1	0	0	0	1	0	0	0	0
krijum?ar	smokkelaar	tihotapec	0	1	1	0	1	1	0	0	0	0
krijum?arenje	smokkelen	tihotapljenje	0	1	0	0	0	0	0	0	0	0
pornografija, prljavština, prostota	roetvlek, viezigheid	svinjarija, snet	0	1	0	0	1	1	0	0	0	0
užina, zalogaj	_	prigrizek	0	0	0	0	0	0	0	0	0	0
grickalice	_	malica, prigrizniti	0	0	0	0	0	0	0	0	0	0
ukrasti	moeilijkheid, obstakel	obremeniti	0	1	0	0	0	0	0	0	1	0
prepreka	haken en ogen	luknja	0	1	0	0	0	0	0	0	0	0
puž	_	polž	0	0	0	0	0	0	0	0	0	0
zmija	slang	ka?a	0	1	0	0	1	1	0	0	0	0
škljocnuti, pucketanje	_	tlesk, posnetek, lomiti	0	0	0	0	0	0	0	0	0	0
snimka	_	posnetek	0	0	0	0	0	0	0	0	0	0
zamka, klopka	strop	past, zanka	0	1	0	0	0	1	0	0	0	0
režati	grommen	ren?ati	0	1	1	0	1	0	0	0	0	0
režanje	grommend, snauwend	ren?e?, ren?anje	0	1	1	0	0	0	0	0	0	0
zgrabiti	_	zgrabiti	0	0	0	0	0	0	0	0	0	0
prikradati se, šuljati se, prikrasti se	sluipen	špecati	0	1	1	0	0	1	0	0	1	0
tenisice	_	superge	0	0	0	0	0	0	0	0	0	0
šuljanje, prikradanje	sluipen	skriven	0	1	0	1	0	1	0	0	0	1
rugati se, ismijavati, poruga	grijns	posmehovati se, nor?evati se	0	1	1	0	1	0	0	0	0	0
kihnuti	niezen, nies	kihati, kihanje	0	1	0	0	1	0	0	0	1	0
kihanje	_	kihanje	0	0	0	0	0	0	0	0	0	0
smijuljiti se	giechelen, lachen	hihitati se, hihitanje	1	0	0	0	0	0	0	0	0	0
podmukao	vervelend	zani?ljiv	0	1	0	0	0	0	0	0	0	0
njuškati	_	vdih, vohanje	0	0	0	0	0	0	0	0	0	0
odrezati	_	kos, rezati	0	0	0	0	0	0	0	0	0	0
šljuka	_	streljati, sloka	0	0	0	0	0	0	0	0	0	0
isje?ak	_	del?ek, malenkost	0	0	0	0	0	0	0	0	0	0
snob	snob	snob	0	1	0	0	0	0	0	0	0	0
Snoopy	_	NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
drijemež, drijemanje	_	kinkati, dremež	0	0	0	0	0	0	0	0	0	0
hrkanje	_	smr?ati, smr?anje	0	0	0	0	0	0	0	0	0	0
šmrcati	snuiven, snuif	prhati, prhanje	0	0	0	0	0	0	0	1	0	0
njuška	_	gobec, rilec, smr?ek	0	0	0	0	0	0	0	0	0	0
snijeg	_	sneg	0	0	0	0	0	0	0	0	0	0
gruda	_	kepa	0	0	0	0	0	0	0	0	0	0
pahuljica	_	snežinka	0	0	0	0	0	0	0	0	0	0
snježan	_	snežen	0	0	0	0	0	0	0	0	0	0
burmut	_	njuhanjec, tobak, vohanje	0	0	0	0	0	0	0	0	0	0
potopiti, promo?iti	weken	namakanje, potopiti	0	1	0	0	0	0	0	0	0	0
mo?enje, namakanje	_	namakanje, premo?en	0	0	0	0	0	0	0	0	0	0
sapun	_	milo	0	0	0	0	0	0	0	0	0	0
sapunast	_	milen	0	0	0	0	0	0	0	0	0	0
lete?i	_	lete?, dvigajo?	0	0	0	0	0	0	0	0	0	0
jecati, jecaj, plakati, ridati, ridanje	snikken, wenen	ihtenje, ihteti	0	1	0	0	0	0	0	1	0	0
trijeznost	soberheid	treznost	1	0	0	0	0	0	0	0	0	1
sociologija	_	NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
nogomet	_	nogomet	0	0	0	0	0	0	0	0	0	0
društven	sociaal	družaben	1	0	0	0	0	0	0	0	0	0
socijalni	_	socialen	0	0	0	0	0	0	0	0	0	0
socijalizam	socialisme	socializem	0	0	0	0	1	1	0	0	0	0
socijalist	socialist	socialisti?en	0	1	1	0	1	1	0	1	0	0
društvo	_	družba	0	0	0	0	0	0	0	0	0	0
?arapa	_	nogavica	0	0	0	0	0	0	0	0	0	0
uti?nica	_	vti?nica	0	0	0	0	0	0	0	0	0	0
zemlja	_	trata, ruša, pokrivati	0	0	0	0	0	0	0	0	0	0
sofa, kau?	_	kav?	0	0	0	0	0	0	0	0	0	0
omekšavanje	_	meh?anje	0	0	0	0	0	0	0	0	0	0
meko?a	_	mehkoba	0	0	0	0	0	0	0	0	0	0
vlažan	_	mo?viren, razmo?en	0	0	0	0	0	0	0	0	0	0
prljavština	vuil, bevuilen	prst	0	1	0	0	1	0	0	0	0	0
prljav, isprljan, ne?ist, uprljan, zamazan, zamrljan, zaprljan	vuil, bevuild	umazan, zapackan	0	1	0	0	1	0	0	0	0	0
boraviti	_	bivanje	0	0	0	0	0	0	0	0	0	0
utjeha	troost	tolažba	1	0	0	0	0	0	0	0	0	0
solarni, sun?ev	_	son?en	0	0	0	0	0	0	0	0	0	0
lemiti	_	spajkati, spajka	0	0	0	0	0	0	0	0	0	0
lemljenje	_	spajkanje	0	0	0	0	0	0	0	0	0	0
vojnik	soldaat	vojak	1	0	1	0	0	0	0	1	0	0
jedini, potplat	_	edini	0	0	0	0	0	0	0	0	0	0
tražiti	_	prositi, potegovati	0	0	0	0	0	0	0	0	0	0
zahtjev, traženje	_	povpraševanje	0	0	0	0	0	0	0	0	0	0
zamjenik	_	odvetnik	0	0	0	0	0	0	0	0	0	0
solidan	solide, vast	trden, soliden	1	0	0	0	0	0	0	0	0	0
solidarnost	solidariteit	solidarnost	0	0	0	0	0	0	0	0	0	1
o?vrš?ivanje, skru?ivanje, stvrdnjavanje	_	strjevanje	0	0	0	0	0	0	0	0	0	0
o?vrsnuo	_	strjen	0	0	0	0	0	0	0	0	0	0
o?vrsnuti	_	utrditi	0	0	0	0	0	0	0	0	0	0
?vrsto?a, pouzdanost	stevigheid	trdnost	1	0	0	0	0	0	0	0	0	1
pasijans	_	soliter, dragulj	0	0	0	0	0	0	0	0	0	0
jedini	_	samotar	0	0	0	0	0	0	0	0	0	0
samo?a, usamljenost	_	samota	0	0	0	0	0	0	0	0	0	0
solo	_	solo	0	0	0	0	0	0	0	0	0	0
topljivost	_	topnost	0	0	0	0	0	0	0	0	0	0
topljiv	_	topen	0	0	0	0	0	0	0	0	0	0
rješenje	oplossing	rešitev	1	0	0	0	0	0	0	0	0	0
riješiti	_	rešiti	0	0	0	0	0	0	0	0	0	0
solventnost	solvabiliteit	solventnost	1	0	0	0	0	0	0	0	0	0
otapalo	_	topilo	0	0	0	0	0	0	0	0	0	0
somatski	somatische	somatski	0	1	0	0	0	0	0	0	1	0
tmuran	somber	žalosten	0	1	0	0	0	0	0	1	0	0
sin	_	sin	0	0	0	0	0	0	0	0	0	0
sonar	sonar	sonar	1	0	0	1	0	0	0	0	0	0
sonata	sonate	sonata	1	0	0	0	0	0	0	0	0	0
pjesma	_	pesem	0	0	0	0	0	0	0	0	0	0
sonet	sonnet	sonet	1	0	0	0	0	0	1	1	0	0
zvu?an	sonoor	zvene?	1	0	0	0	0	0	1	0	0	0
?a?a	roet	saje	0	1	0	0	1	0	0	0	0	0
umiriti, smiriti	kalmeren, troosten	miriti	1	0	0	0	0	0	0	0	0	0
umiruju?i	kalmerend	pomirjevalen	1	0	0	0	0	0	1	0	0	1
u?enik, student	_	študent, dijak	0	0	0	0	0	0	0	0	0	0
sopran	_	sopran	0	0	0	0	0	0	0	0	0	0
?arobnjak	_	?arovnik, ?arodej	0	0	0	0	0	0	0	0	0	0
vra?anje, okultizam	tovenarij	?arovnija, ?aranje	0	1	0	1	0	1	0	0	1	0
prljav, podao, gadan	gemeen	nesnažen, klavrn, zanemarjen	0	1	1	0	1	1	0	1	0	0
bolan	zeer	bole?, rana	0	1	1	0	0	0	0	1	0	0
bolno	sorely	kruto	0	1	0	0	0	0	0	1	0	0
bol, nelagoda	pijnlijkheid	bole?ina, muka	0	1	0	0	1	0	0	1	0	0
sirak	_	sirek	0	0	0	0	0	0	0	0	0	0
sestrinstvo	_	sestrstvo	0	0	0	0	0	0	0	0	0	0
tuga, žalost	leed	žalost, skrb	0	1	0	0	0	1	0	1	0	0
žalostan, žalostan	treurig	žalosten, nesre?en	0	1	0	0	0	0	0	1	0	0
vrsta	_	razvrstiti, vrsta	0	0	0	0	0	0	0	0	0	0
razvrsta?	sorteermachine, sorteerder	prebiralec	1	0	0	0	0	0	0	0	0	0
juriš	aanval	izpad, juriš	0	1	0	0	0	1	0	0	0	0
sortiranje	_	razvrš?anje	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	_	sou	0	0	0	0	0	0	0	0	0	0
bezdušan	zielloos	brezdušen	0	1	0	0	1	1	0	1	0	0
srodna duša	zielsverwant	sorodna duša	0	1	0	0	0	1	0	0	0	0
zvuk	_	zvok	0	0	0	0	0	0	0	0	0	0
zvu?anje	_	zvenenje	0	0	0	0	0	0	0	0	0	0
ispravnost, zdravlje, sigurnost	degelijkheid	zdravje, nepoškodovanost	1	0	0	1	0	0	1	0	0	1
juha	soep	juha	1	0	0	0	0	0	0	0	0	0
kiseo	zuur	kisel	0	1	0	0	1	0	0	0	0	0
izvor	_	vir	0	0	0	0	0	0	0	0	0	0
suvenir	_	spominek	0	0	0	0	0	0	0	0	0	0
suveren	soeverein	vladar	0	0	0	0	0	0	0	0	0	1
suverenost	_	suverenost	0	0	0	0	0	0	0	0	0	0
